
(800,160,92,8.8),
(805,161,92,7.6),
(810,162,92,8.5),
(815,163,92,8.7),
(820,164,92,8.3),
(825,165,92,6.4),
(830,166,92,8.8),
(835,167,92,8.4),
(840,168,92,9.2),
(845,169,92,8.6),
(850,170,92,7.7),
(855,171,92,8.9),
(860,172,92,8.3),
(865,173,92,8.7),
(870,174,92,8.3),
(875,175,92,8.3),
(880,176,92,8.9),
(885,177,92,7.8),
(890,178,92,8.7),
(895,179,92,9.1),
(900,180,92,7.6),
(905,181,92,8.1),
(910,182,92,8.3),
(915,183,92,8),
(920,184,92,8.7),
(925,185,92,8.2),
(930,186,91,8.9),
(935,187,91,8.6),
(940,188,91,9.3),
(945,189,91,8.5),
(950,190,91,9.1),
(955,191,91,9),
(960,192,91,8.6),
(965,193,91,8.1),
(970,194,91,9.2),
(975,195,91,8.9),
(980,196,91,8.8),
(985,197,91,8.2),
(990,198,91,4.5),
(995,199,91,8.4),
(1000,200,91,7.9),
(1005,201,91,8),
(1010,202,91,7.5),
(1015,203,91,7.9),
(1020,204,91,8.6),
(1025,205,91,8.7),
(1030,206,91,8.6),
(1035,207,91,7.1),
(1040,208,91,7.7),
(1045,209,91,6.8),
(1050,210,91,8),
(1055,211,91,9),
(1060,212,91,8.6),
(1065,213,91,7.8),
(1070,214,91,8.9),
(1075,215,91,8.8),
(1080,216,91,9),
(1085,217,91,7.7),
(1090,218,91,8.4),
(1095,219,91,9.1),
(1100,220,91,8.6),
(1105,221,91,8.5),
(1110,222,91,7.9),
(1115,223,91,9.3),
(1120,224,91,9.1),
(1125,225,91,8.7),
(1130,226,91,9.1),
(1135,227,91,7.9),
(1140,228,91,8.6),
(1145,229,91,8.9),
(1150,230,91,7.6),
(1155,231,91,8.1),
(1160,232,91,8.7),
(1165,233,91,8.3),
(1170,234,91,8),
(1175,235,91,8.4),
(1180,236,91,8.2),
(1185,237,91,8.7),
(1190,238,91,8.1),
(1195,239,91,9.3),
(1200,240,91,6.9),
(1205,241,91,8.2),
(1210,242,91,8.9),
(1215,243,91,7.6),
(1220,244,91,8.8),
(1225,245,91,8.7),
(1230,246,91,7.9),
(1235,247,91,7.8),
(1240,248,91,8.2),
(1245,249,91,8.6),
(1250,250,91,7.9),
(1255,251,91,7.9),
(1260,252,91,9.2),
(1265,253,91,7.4),
(1270,254,91,5.6),
(1275,255,90,8.4),
(1280,256,90,8.2),
(1285,257,90,8.8),
(1290,258,90,9),
(1295,259,90,8),
(1300,260,90,8),
(1305,261,90,8.6),
(1310,262,90,8),
(1315,263,90,8),
(1320,264,90,9.1),
(1325,265,90,null),
(1330,266,90,9.3),
(1335,267,90,8.8),
(1340,268,90,7.9),
(1345,269,90,8.6),
(1350,270,90,6.6),
(1355,271,90,8.5),
(1360,272,90,6.9),
(1365,273,90,8.6),
(1370,274,90,5.6),
(1375,275,90,7.9),
(1380,276,90,8.3),
(1385,277,90,8.5),
(1390,278,90,7.9),
(1395,279,90,6.8),
(1400,280,90,6.3),
(1405,281,90,8.6),
(1410,282,90,8.8),
(1415,283,90,6.8),
(1420,284,90,8.7),
(1425,285,90,8.2),
(1430,286,90,8.7),
(1435,287,90,8.7),
(1440,288,90,8.8),
(1445,289,90,8.8),
(1450,290,90,8.7),
(1455,291,90,8.8),
(1460,292,90,7),
(1465,293,90,8.2),
(1470,294,90,8.6),
(1475,295,90,8.5),
(1480,296,90,8.8),
(1485,297,90,8.9),
(1490,298,90,8),
(1495,299,90,8.1),
(1500,300,90,8.2),
(1505,301,90,6.7),
(1510,302,90,7.8),
(1515,303,90,8.5),
(1520,304,90,8),
(1525,305,90,7.8),
(1530,306,90,8.5),
(1535,307,90,7.6),
(1540,308,90,6.1),
(1545,309,90,8.9),
(1550,310,90,8.9),
(1555,311,90,8.5),
(1560,312,90,8.2),
(1565,313,90,8.5),
(1570,314,90,7.6),
(1575,315,90,8.5),
(1580,316,90,8.4),
(1585,317,90,8.6),
(1590,318,90,8.1),
(1595,319,90,8),
(1600,320,90,8.3),
(1605,321,90,8.8),
(1610,322,90,7.5),
(1615,323,90,8),
(1620,324,90,7.7),
(1625,325,90,8.6),
(1630,326,90,6.1),
(1635,327,90,8.3),
(1640,328,90,8.2),
(1645,329,90,6.2),
(1650,330,89,9),
(1655,331,89,9.1),
(1660,332,89,8.6),
(1665,333,89,8.5),
(1670,334,89,8.5),
(1675,335,89,9.4),
(1680,336,89,9),
(1685,337,89,9),
(1690,338,89,8.7),
(1695,339,89,null),
(1700,340,89,7),
(1705,341,89,8.5),
(1710,342,89,8.5),
(1715,343,89,8.7),
(1720,344,89,7.8),
(1725,345,89,8.5),
(1730,346,89,7.5),
(1735,347,89,8.5),
(1740,348,89,9.1),
(1745,349,89,8.9),
(1750,350,89,8.6),
(1755,351,89,9),
(1760,352,89,8.1),
(1765,353,89,null),
(1770,354,89,8.4),
(1775,355,89,8.1),
(1780,356,89,8.6),
(1785,357,89,9.2),
(1790,358,89,8.5),
(1795,359,89,8.2),
(1800,360,89,7.5),
(1805,361,89,5.5),
(1810,362,89,8.2),
(1815,363,89,8.2),
(1820,364,89,8.3),
(1825,365,89,8.6),
(1830,366,89,8.9),
(1835,367,89,9.2),
(1840,368,89,8.5),
(1845,369,89,6.6),
(1850,370,89,9.1),
(1855,371,89,9.1),
(1860,372,89,8.6),
(1865,373,89,8.9),
(1870,374,89,8.5),
(1875,375,89,7.8),
(1880,376,89,8),
(1885,377,89,7.8),
(1890,378,89,7.7),
(1895,379,89,8.8),
(1900,380,89,8.4),
(1905,381,89,8.5),
(1910,382,89,8.8),
(1915,383,89,8.7),
(1920,384,89,8.3),
(1925,385,89,8.4),
(1930,386,89,8.9),
(1935,387,89,8.4),
(1940,388,89,8),
(1945,389,89,7.2),
(1950,390,89,7.6),
(1955,391,89,7.7),
(1960,392,89,8.7),
(1965,393,89,8.4),
(1970,394,89,8.2),
(1975,395,89,7.9),
(1980,396,89,8.2),
(1985,397,89,7.4),
(1990,398,89,8.8),
(1995,399,89,8.4),
(2000,400,89,8.9),
(2005,401,89,6.9),
(2010,402,89,6),
(2015,403,89,8.3),
(2020,404,89,8.8),
(2025,405,89,7.1),
(2030,406,89,8.8),
(2035,407,89,8.2),
(2040,408,89,8.2),
(2045,409,89,8.6),
(2050,410,89,8),
(2055,411,89,8.6),
(2060,412,89,7.4),
(2065,413,89,8.4),
(2070,414,89,7.9),
(2075,415,89,8.9),
(2080,416,89,8.9),
(2085,417,89,8.1),
(2090,418,89,8.1),
(2095,419,89,7.6),
(2100,420,89,6.5),
(2105,421,89,7.9),
(2110,422,89,8.7),
(2115,423,89,8.6),
(2120,424,89,8.6),
(2125,425,89,8.3),
(2130,426,89,8.1),
(2135,427,89,8.2),
(2140,428,89,7.8),
(2145,429,89,8.3),
(2150,430,89,8.4),
(2155,431,89,8.2),
(2160,432,89,5.2),
(2165,433,88,8.7),
(2170,434,88,8.8),
(2175,435,88,9.4),
(2180,436,88,9.4),
(2185,437,88,7.5),
(2190,438,88,8.9),
(2195,439,88,8.9),
(2200,440,88,9.1),
(2205,441,88,null),
(2210,442,88,9.2),
(2215,443,88,9),
(2220,444,88,8.6),
(2225,445,88,7.8),
(2230,446,88,9),
(2235,447,88,null),
(2240,448,88,8.7),
(2245,449,88,8.4),
(2250,450,88,8.1),
(2255,451,88,9.1),
(2260,452,88,8.8),
(2265,453,88,9.1),
(2270,454,88,9),
(2275,455,88,8.2),
(2280,456,88,8.9),
(2285,457,88,8.9),
(2290,458,88,null),
(2295,459,88,8.5),
(2300,460,88,8.2),
(2305,461,88,4),
(2310,462,88,8.2),
(2315,463,88,8.3),
(2320,464,88,7.6),
(2325,465,88,7.5),
(2330,466,88,7.3),
(2335,467,88,7.1),
(2340,468,88,8),
(2345,469,88,null),
(2350,470,88,9.2),
(2355,471,88,9.1),
(2360,472,88,9),
(2365,473,88,7.7),
(2370,474,88,8),
(2375,475,88,8),
(2380,476,88,8.5),
(2385,477,88,6.7),
(2390,478,88,8.9),
(2395,479,88,8.9),
(2400,480,88,9),
(2405,481,88,8.8),
(2410,482,88,8.2),
(2415,483,88,8),
(2420,484,88,8.6),
(2425,485,88,9),
(2430,486,88,8.1),
(2435,487,88,7.5),
(2440,488,88,8.8),
(2445,489,88,7.7),
(2450,490,88,7.6),
(2455,491,88,8.7),
(2460,492,88,7.9),
(2465,493,88,6.4),
(2470,494,88,8.5),
(2475,495,88,8.2),
(2480,496,88,7.1),
(2485,497,88,3.2),
(2490,498,88,6.6),
(2495,499,88,8.1),
(2500,500,88,8.4),
(2505,501,88,8.4),
(2510,502,88,6.7),
(2515,503,88,7.7),
(2520,504,88,8),
(2525,505,88,8.8),
(2530,506,88,7.5),
(2535,507,88,9.1),
(2540,508,88,8.7),
(2545,509,88,8.3),
(2550,510,88,8.5),
(2555,511,88,7.7),
(2560,512,88,7.7),
(2565,513,88,8.5),
(2570,514,88,8.2),
(2575,515,88,8.8),
(2580,516,88,8.8),
(2585,517,88,5.1),
(2590,518,88,8.4),
(2595,519,88,8.9),
(2600,520,88,8.5),
(2605,521,88,7.4),
(2610,522,88,8),
(2615,523,88,8.8),
(2620,524,88,9.1),
(2625,525,88,9),
(2630,526,88,6.9),
(2635,527,88,8.3),
(2640,528,88,6.9),
(2645,529,88,8.4),
(2650,530,88,8.4),
(2655,531,88,7.5),
(2660,532,88,8.6),
(2665,533,88,7),
(2670,534,88,8.2),
(2675,535,88,7.7),
(2680,536,88,3.4),
(2685,537,88,7.2),
(2690,538,88,7.9),
(2695,539,88,8.3),
(2700,540,88,5.8),
(2705,541,88,6.2),
(2710,542,88,6.8),
(2715,543,87,8.6),
(2720,544,87,8.8),
(2725,545,87,7.8),
(2730,546,87,5.6),
(2735,547,87,8.1),
(2740,548,87,8.2),
(2745,549,87,7.8),
(2750,550,87,null),
(2755,551,87,8.9),
(2760,552,87,7.9),
(2765,553,87,8.6),
(2770,554,87,8.5),
(2775,555,87,9.4),
(2780,556,87,7.9),
(2785,557,87,9.1),
(2790,558,87,7.6),
(2795,559,87,7.2),
(2800,560,87,null),
(2805,561,87,8.6),
(2810,562,87,7.8),
(2815,563,87,8.2),
(2820,564,87,7.5),
(2825,565,87,9),
(2830,566,87,8.9),
(2835,567,87,8.3),
(2840,568,87,8.3),
(2845,569,87,7.6),
(2850,570,87,4.6),
(2855,571,87,5.9),
(2860,572,87,8.7),
(2865,573,87,7.9),
(2870,574,87,8.8),
(2875,575,87,8.1),
(2880,576,87,9),
(2885,577,87,8.3),
(2890,578,87,8.3),
(2895,579,87,8.6),
(2900,580,87,9.1),
(2905,581,87,9),
(2910,582,87,8.7),
(2915,583,87,9),
(2920,584,87,8.2),
(2925,585,87,8.7),
(2930,586,87,8.4),
(2935,587,87,8.6),
(2940,588,87,9),
(2945,589,87,8.5),
(2950,590,87,8.6),
(2955,591,87,8.6),
(2960,592,87,8.6),
(2965,593,87,9.1),
(2970,594,87,7.1),
(2975,595,87,6.4),
(2980,596,87,7.5),
(2985,597,87,6.1),
(2990,598,87,7.7),
(2995,599,87,8.1),
(3000,600,87,7.9),
(3005,601,87,7.7),
(3010,602,87,8.2),
(3015,603,87,8.4),
(3020,604,87,7.7),
(3025,605,87,8),
(3030,606,87,7.1),
(3035,607,87,8.4),
(3040,608,87,7.8),
(3045,609,87,7.5),
(3050,610,87,7.8),
(3055,611,87,6.3),
(3060,612,87,6.5),
(3065,613,87,7.6),
(3070,614,87,6.7),
(3075,615,87,7.1),
(3080,616,87,8.2),
(3085,617,87,8.4),
(3090,618,87,7.6),
(3095,619,87,8.8),
(3100,620,87,8.6),
(3105,621,87,8.7),
(3110,622,87,5.6),
(3115,623,87,8.6),
(3120,624,87,8.7),
(3125,625,87,8),
(3130,626,87,8.3),
(3135,627,87,7.9),
(3140,628,87,null),
(3145,629,87,8.2),
(3150,630,87,8.5),
(3155,631,87,9.1),
(3160,632,87,8.3),
(3165,633,87,5.3),
(3170,634,87,8.5),
(3175,635,87,8),
(3180,636,87,7.9),
(3185,637,87,8.1),
(3190,638,87,8.2),
(3195,639,87,6.3),
(3200,640,87,8.2),
(3205,641,87,7.1),
(3210,642,87,7),
(3215,643,87,4.9),
(3220,644,87,6.6),
(3225,645,87,8),
(3230,646,87,7.9),
(3235,647,87,8.2),
(3240,648,87,8),
(3245,649,87,8.6),
(3250,650,87,8.3),
(3255,651,87,6.1),
(3260,652,87,8.1),
(3265,653,86,8.4),
(3270,654,86,8.7),
(3275,655,86,8.7),
(3280,656,86,8.2),
(3285,657,86,8.2),
(3290,658,86,9.2),
(3295,659,86,8.7),
(3300,660,86,8.5),
(3305,661,86,9.5),
(3310,662,86,null),
(3315,663,86,7.7),
(3320,664,86,8.4),
(3325,665,86,7.8),
(3330,666,86,8.5),
(3335,667,86,7.2),
(3340,668,86,8.3),
(3345,669,86,8.5),
(3350,670,86,8.5),
(3355,671,86,8.2),
(3360,672,86,9),
(3365,673,86,8.6),
(3370,674,86,8.8),
(3375,675,86,8.4),
(3380,676,86,8.8),
(3385,677,86,8.2),
(3390,678,86,8),
(3395,679,86,8.3),
(3400,680,86,8),
(3405,681,86,8.5),
(3410,682,86,7.9),
(3415,683,86,7.6),
(3420,684,86,4.2),
(3425,685,86,7.1),
(3430,686,86,6.9),
(3435,687,86,6.7),
(3440,688,86,6.8),
(3445,689,86,7.1),
(3450,690,86,6.9),
(3455,691,86,6.7),
(3460,692,86,6.6),
(3465,693,86,8.4),
(3470,694,86,7.9),
(3475,695,86,7.4),
(3480,696,86,6.2),
(3485,697,86,7.7),
(3490,698,86,7.3),
(3495,699,86,7.9),
(3500,700,86,6),
(3505,701,86,8.2),
(3510,702,86,8.7),
(3515,703,86,8.5),
(3520,704,86,8.2),
(3525,705,86,8.3),
(3530,706,86,9),
(3535,707,86,8.5),
(3540,708,86,9.2),
(3545,709,86,8.9),
(3550,710,86,8),
(3555,711,86,9),
(3560,712,86,9),
(3565,713,86,8.2),
(3570,714,86,7.7),
(3575,715,86,8.6),
(3580,716,86,8.2),
(3585,717,86,7.7),
(3590,718,86,8.8),
(3595,719,86,8.1),
(3600,720,86,8.1),
(3605,721,86,9),
(3610,722,86,8.4),
(3615,723,86,8.9),
(3620,724,86,8.7),
(3625,725,86,8.9),
(3630,726,86,8.4),
(3635,727,86,7.7),
(3640,728,86,8.1),
(3645,729,86,7.6),
(3650,730,86,7.7),
(3655,731,86,6.9),
(3660,732,86,8.6),
(3665,733,86,5.7),
(3670,734,86,7.8),
(3675,735,86,8),
(3680,736,86,7.8),
(3685,737,86,7.5),
(3690,738,86,7.4),
(3695,739,86,7.7),
(3700,740,86,4.3),
(3705,741,86,6.4),
(3710,742,86,7.7),
(3715,743,86,8.1),
(3720,744,86,6),
(3725,745,86,7.6),
(3730,746,86,8.4),
(3735,747,86,7.6),
(3740,748,86,8.4),
(3745,749,86,7.7),
(3750,750,86,7.1),
(3755,751,86,8.4),
(3760,752,86,7.4),
(3765,753,86,8.5),
(3770,754,86,7.6),
(3775,755,86,8.6),
(3780,756,86,null),
(3785,757,86,8.3),
(3790,758,86,7.6),
(3795,759,86,6.7),
(3800,760,86,null),
(3805,761,86,8.8),
(3810,762,86,8.1),
(3815,763,86,8.4),
(3820,764,86,7.9),
(3825,765,86,8.5),
(3830,766,86,7.1),
(3835,767,86,7.9),
(3840,768,86,8.3),
(3845,769,86,8.2),
(3850,770,86,7.4),
(3855,771,86,7),
(3860,772,86,7.8),
(3865,773,86,8),
(3870,774,86,7.9),
(3875,775,86,5.1),
(3880,776,86,5.7),
(3885,777,86,6.4),
(3890,778,86,8.2),
(3895,779,86,6.2),
(3900,780,86,7.3),
(3905,781,86,8),
(3910,782,86,8),
(3915,783,85,8.2),
(3920,784,85,8.1),
(3925,785,85,8),
(3930,786,85,8.3),
(3935,787,85,8.6),
(3940,788,85,7.7),
(3945,789,85,8.7),
(3950,790,85,7.6),
(3955,791,85,9),
(3960,792,85,null),
(3965,793,85,8.8),
(3970,794,85,8.6),
(3975,795,85,9.1),
(3980,796,85,7.3),
(3985,797,85,6.6),
(3990,798,85,7.3),
(3995,799,85,7.7),
(4000,800,85,8.4),
(4005,801,85,8.5),
(4010,802,85,9),
(4015,803,85,8.9),
(4020,804,85,8.2),
(4025,805,85,7.9),
(4030,806,85,9),
(4035,807,85,8.6),
(4040,808,85,8.3),
(4045,809,85,5.8),
(4050,810,85,8.2),
(4055,811,85,8.1),
(4060,812,85,8.8),
(4065,813,85,8.4),
(4070,814,85,5.9),
(4075,815,85,5.5),
(4080,816,85,5.9),
(4085,817,85,8.6),
(4090,818,85,8.9),
(4095,819,85,8),
(4100,820,85,null),
(4105,821,85,9),
(4110,822,85,7.8),
(4115,823,85,8.9),
(4120,824,85,8.8),
(4125,825,85,8.5),
(4130,826,85,8.1),
(4135,827,85,8.9),
(4140,828,85,8.5),
(4145,829,85,7.5),
(4150,830,85,8.2),
(4155,831,85,8.8),
(4160,832,85,7.8),
(4165,833,85,8.7),
(4170,834,85,8.6),
(4175,835,85,6.6),
(4180,836,85,8.7),
(4185,837,85,8.5),
(4190,838,85,7.6),
(4195,839,85,8.8),
(4200,840,85,9),
(4205,841,85,8.6),
(4210,842,85,8.4),
(4215,843,85,9.1),
(4220,844,85,7.7),
(4225,845,85,8.5),
(4230,846,85,8.9),
(4235,847,85,6.9),
(4240,848,85,7.4),
(4245,849,85,8.2),
(4250,850,85,7.6),
(4255,851,85,4.4),
(4260,852,85,7.9),
(4265,853,85,6.4),
(4270,854,85,7.3),
(4275,855,85,7.7),
(4280,856,85,8.7),
(4285,857,85,8.3),
(4290,858,85,6.8),
(4295,859,85,8.1),
(4300,860,85,7.2),
(4305,861,85,8),
(4310,862,85,7.4),
(4315,863,85,8.8),
(4320,864,85,7.5),
(4325,865,85,8.6),
(4330,866,85,7.2),
(4335,867,85,7.9),
(4340,868,85,6.9),
(4345,869,85,8.5),
(4350,870,85,5.3),
(4355,871,85,8.5),
(4360,872,85,6.9),
(4365,873,85,6.5),
(4370,874,85,7.7),
(4375,875,85,5),
(4380,876,85,7.6),
(4385,877,85,8.6),
(4390,878,85,8.7),
(4395,879,85,8.1),
(4400,880,85,7.6),
(4405,881,85,7.9),
(4410,882,85,8.6),
(4415,883,85,8.6),
(4420,884,85,8.8),
(4425,885,85,6.7),
(4430,886,85,7.1),
(4435,887,85,8.2),
(4440,888,85,7),
(4445,889,85,8.2),
(4450,890,85,8.8),
(4455,891,85,7.7),
(4460,892,85,9.1),
(4465,893,85,8.2),
(4470,894,85,9.1),
(4475,895,85,6.5),
(4480,896,85,8.5),
(4485,897,85,8.7),
(4490,898,85,7.6),
(4495,899,85,8.7),
(4500,900,85,8.4),
(4505,901,85,5.7),
(4510,902,85,8.6),
(4515,903,85,8.2),
(4520,904,85,8.6),
(4525,905,85,8.2),
(4530,906,85,8.2),
(4535,907,85,7.6),
(4540,908,85,8.1),
(4545,909,85,7.3),
(4550,910,85,7.9),
(4555,911,85,6.4),
(4560,912,85,8.2),
(4565,913,85,6.3),
(4570,914,85,7.7),
(4575,915,85,6.7),
(4580,916,85,7.9),
(4585,917,85,6.1),
(4590,918,85,6.8),
(4595,919,85,8.1),
(4600,920,85,8.7),
(4605,921,85,8.4),
(4610,922,85,7.6),
(4615,923,85,7.4),
(4620,924,85,7.2),
(4625,925,85,6.9),
(4630,926,85,6.6),
(4635,927,85,6.2),
(4640,928,85,8.7),
(4645,929,84,7.7),
(4650,930,84,8.7),
(4655,931,84,8.7),
(4660,932,84,8.8),
(4665,933,84,8.5),
(4670,934,84,6.1),
(4675,935,84,8.8),
(4680,936,84,8.2),
(4685,937,84,7.8),
(4690,938,84,8.7),
(4695,939,84,8.4),
(4700,940,84,7.4),
(4705,941,84,null),
(4710,942,84,8.6),
(4715,943,84,8.6),
(4720,944,84,8.6),
(4725,945,84,9.2),
(4730,946,84,null),
(4735,947,84,7.7),
(4740,948,84,8.5),
(4745,949,84,9),
(4750,950,84,8.2),
(4755,951,84,9.1),
(4760,952,84,8.1),
(4765,953,84,9.1),
(4770,954,84,8.4),
(4775,955,84,8.7),
(4780,956,84,8.7),
(4785,957,84,7.5),
(4790,958,84,8.3),
(4795,959,84,8.6),
(4800,960,84,8.5),
(4805,961,84,8.7),
(4810,962,84,7.5),
(4815,963,84,7.8),
(4820,964,84,8.5),
(4825,965,84,7.3),
(4830,966,84,8.3),
(4835,967,84,5.3),
(4840,968,84,7.9),
(4845,969,84,8.6),
(4850,970,84,7.7),
(4855,971,84,6.6),
(4860,972,84,8),
(4865,973,84,7.3),
(4870,974,84,8.1),
(4875,975,84,8.4),
(4880,976,84,8.3),
(4885,977,84,7.7),
(4890,978,84,8),
(4895,979,84,5.4),
(4900,980,84,4.2),
(4905,981,84,8.4),
(4910,982,84,8.6),
(4915,983,84,8.5),
(4920,984,84,8.9),
(4925,985,84,8.4),
(4930,986,84,8),
(4935,987,84,7.8),
(4940,988,84,8.7),
(4945,989,84,8.2),
(4950,990,84,7.2),
(4955,991,84,8.2),
(4960,992,84,9),
(4965,993,84,8.3),
(4970,994,84,7.9),
(4975,995,84,8.9),
(4980,996,84,8.1),
(4985,997,84,9.1),
(4990,998,84,8.6),
(4995,999,84,9.1),
(5000,1000,84,8.9),
(5005,1001,84,9),
(5010,1002,84,9),
(5015,1003,84,8.3),
(5020,1004,84,8.5),
(5025,1005,84,9.1),
(5030,1006,84,8.2),
(5035,1007,84,9),
(5040,1008,84,8.1),
(5045,1009,84,9),
(5050,1010,84,6.4),
(5055,1011,84,7.3),
(5060,1012,84,6.4),
(5065,1013,84,8.7),
(5070,1014,84,8.8),
(5075,1015,84,7.4),
(5080,1016,84,8.4),
(5085,1017,84,8.1),
(5090,1018,84,7.5),
(5095,1019,84,8.2),
(5100,1020,84,8.1),
(5105,1021,84,7.5),
(5110,1022,84,6.9),
(5115,1023,84,8.1),
(5120,1024,84,7.8),
(5125,1025,84,7.5),
(5130,1026,84,7.8),
(5135,1027,84,8.1),
(5140,1028,84,8.4),
(5145,1029,84,7.9),
(5150,1030,84,7.3),
(5155,1031,84,7.3),
(5160,1032,84,8.4),
(5165,1033,84,7.1),
(5170,1034,84,5.3),
(5175,1035,84,6.8),
(5180,1036,84,4.9),
(5185,1037,84,7.7),
(5190,1038,84,8.1),
(5195,1039,84,8.1),
(5200,1040,84,7.6),
(5205,1041,84,8.5),
(5210,1042,84,8.6),
(5215,1043,84,8.3),
(5220,1044,84,8.8),
(5225,1045,84,8.7),
(5230,1046,84,8.1),
(5235,1047,84,8.9),
(5240,1048,84,6.1),
(5245,1049,84,8.3),
(5250,1050,84,6.1),
(5255,1051,84,null),
(5260,1052,84,8.4),
(5265,1053,84,8.4),
(5270,1054,84,9.1),
(5275,1055,84,8.8),
(5280,1056,84,8.4),
(5285,1057,84,6.9),
(5290,1058,84,7.6),
(5295,1059,84,8.6),
(5300,1060,84,8.7),
(5305,1061,84,7.9),
(5310,1062,84,8.1),
(5315,1063,84,8.3),
(5320,1064,84,7.4),
(5325,1065,84,8.7),
(5330,1066,84,7.2),
(5335,1067,84,8.7),
(5340,1068,84,8),
(5345,1069,84,7.7),
(5350,1070,84,8),
(5355,1071,84,8),
(5360,1072,84,8.5),
(5365,1073,84,8),
(5370,1074,84,7.8),
(5375,1075,84,7.6),
(5380,1076,84,8),
(5385,1077,84,7.2),
(5390,1078,84,7.8),
(5395,1079,84,7.8),
(5400,1080,84,8.2),
(5405,1081,84,8),
(5410,1082,84,8),
(5415,1083,84,8.1),
(5420,1084,84,8.1),
(5425,1085,84,5.7),
(5430,1086,84,6.7),
(5435,1087,84,7.5),
(5440,1088,84,8.4),
(5445,1089,84,7.4),
(5450,1090,84,7.6),
(5455,1091,84,7.5),
(5460,1092,84,7.6),
(5465,1093,84,7.1),
(5470,1094,84,7.7),
(5475,1095,84,8.2),
(5480,1096,84,6.7),
(5485,1097,84,6.9),
(5490,1098,84,4.2),
(5495,1099,84,7.7),
(5500,1100,84,6.4),
(5505,1101,84,4.4),
(5510,1102,84,6.1),
(5515,1103,84,7.7),
